Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission,Price(euro)
Skoda,Superb,2016,Hatchback,102000.0,2000.0,Petrol,Automatic,24999.0
Lexus,GX Series,2015,SUV,29000.0,4600.0,Petrol,Automatic,46999.0
Volkswagen,Jetta,2019,Sedan,19000.0,1400.0,Petrol,Automatic,18999.0
Audi,Q7,2012,SUV,171000.0,3000.0,Diesel,Automatic,32999.0
Hyundai,Tucson,2016,Crossover,40000.0,1600.0,Petrol,Automatic,19999.0
BMW,X3,2011,SUV,240000.0,2000.0,Diesel,Automatic,15999.0
Porsche,Cayenne,2013,SUV,135000.0,4800.0,Petrol,Automatic,34999.0
Mercedes,S Class,2012,Sedan,167000.0,2200.0,Diesel,Automatic,21499.0
Volkswagen,Amarok,2016,Pickup,74000.0,3000.0,Diesel,Automatic,32999.0
Mercedes,GLE,2016,SUV,97000.0,2200.0,Diesel,Automatic,34499.0
Mercedes,GLE,2018,SUV,45000.0,2200.0,Diesel,Automatic,43999.0
Volkswagen,Touareg,2013,SUV,183000.0,4200.0,Diesel,Automatic,30999.0
Audi,Q7,2016,Sedan,86000.0,3000.0,Diesel,Automatic,52999.0
Audi,Q7,2016,SUV,93000.0,3000.0,Petrol,Automatic,46999.0
Lexus,CT Series,2014,Hatchback,88000.0,1800.0,Hybrid,Automatic,12499.0
Volvo,S90,2018,Sedan,32000.0,2000.0,Diesel,Automatic,37999.0
Mercedes,E Class,2018,Sedan,116000.0,2000.0,Diesel,Automatic,35999.0
Tesla,Model 3,2020,Hatchback,24000.0,0.0,Electric,Automatic,39999.0
Toyota,Rav 4,2014,SUV,48000.0,2000.0,Petrol,Automatic,20499.0
Porsche,Cayenne,2018,SUV,32000.0,2900.0,Petrol,Automatic,79999.0
Mercedes,GLE Coupe,2019,Coupe,87000.0,3000.0,Petrol,Automatic,59999.0
Mercedes,GLS Klass,2018,SUV,41000.0,3000.0,Petrol,Automatic,52999.0
Porsche,Cayenne,2013,SUV,180500.0,3000.0,Diesel,Automatic,32999.0
BMW,5 Series,2017,Sedan,70000.0,2000.0,Diesel,Automatic,33999.0
Porsche,Cayenne,2014,SUV,165000.0,4200.0,Diesel,Automatic,51999.0
BMW,5 Series,2015,Minivan,155000.0,2000.0,Diesel,Automatic,21999.0
Mercedes,E Class,2017,Sedan,61000.0,2000.0,Diesel,Automatic,36999.0
Dodge,Ram,2014,Pickup,151000.0,3000.0,Diesel,Automatic,22999.0
Land Rover,Range Rover,2018,SUV,53000.0,3000.0,Diesel,Automatic,79999.0
BMW,5 Series,2017,Sedan,70000.0,2000.0,Petrol,Automatic,29999.0
Skoda,Superb,2016,Sedan,161000.0,2000.0,Diesel,Automatic,17999.0
Mercedes,E Class,2014,Sedan,176000.0,2143.0,Hybrid,Automatic,18999.0
Toyota,Avalon,2016,Sedan,128000.0,2500.0,Hybrid,Automatic,19999.0
Audi,A6,2017,Sedan,93000.0,2000.0,Diesel,Automatic,26999.0
Mercedes,S Class,2018,Coupe,60000.0,3000.0,Petrol,Automatic,91999.0
Mercedes,GLE Coupe,2018,SUV,32000.0,3000.0,Petrol,Automatic,62999.0
Porsche,Cayenne,2015,SUV,130000.0,4200.0,Diesel,Automatic,52999.0
Renault,Megane,2014,Universal,230000.0,1500.0,Diesel,Manual,6899.0
Volvo,C70,2008,Cabriolet,180000.0,2400.0,Diesel,Automatic,8999.0
BMW,X6,2013,SUV,100000.0,3000.0,Diesel,Automatic,32999.0
Volkswagen,Passat,2002,Sedan,212400.0,1781.0,Petrol,Automatic,3600.0
Skoda,Yeti,2014,Crossover,63000.0,1200.0,Petrol,Manual,8900.0
Lexus,GX Series,2008,SUV,174000.0,4700.0,Metan/Propan,Automatic,21500.0
Mercedes,E Class,2015,Sedan,261500.0,2500.0,Hybrid,Automatic,18800.0
Volkswagen,Bora,2002,Sedan,241642.0,2000.0,Metan/Propan,Manual,2500.0
Dacia,Duster,2019,Crossover,70000.0,1500.0,Diesel,Manual,13200.0
Dacia,Duster,2015,Crossover,90000.0,1500.0,Diesel,Manual,8500.0
Dacia,Duster,2015,Crossover,82000.0,1500.0,Diesel,Manual,8200.0
Citroen,Berlingo,2004,Minivan,209405.0,1400.0,Petrol,Manual,2700.0
Peugeot,607,2003,Sedan,11111111.0,2200.0,Metan/Propan,Automatic,3600.0
Volkswagen,Golf,2000,Hatchback,0.0,0.0,Petrol,Manual,1500.0
BMW,X5,2007,SUV,195000.0,3000.0,Petrol,Automatic,12700.0
Volkswagen,Transporter,2014,Minivan,183000.0,2000.0,Diesel,Manual,10000.0
Nissan,Pathfinder,2008,Universal,220000.0,2500.0,Diesel,Manual,8500.0
Skoda,Fabia,2008,Hatchback,180000.0,1200.0,Petrol,Manual,2800.0
Seat,Ibiza,2012,Universal,175.0,1200.0,Diesel,Manual,4700.0
Mini,Cooper,2004,Coupe,300000.0,1400.0,Diesel,Manual,3800.0
BMW,X3,2012,SUV,144000.0,2000.0,Petrol,Automatic,12200.0
BMW,X3,2012,SUV,144000.0,2000.0,Petrol,Automatic,12200.0
Lexus,GX Series,2010,SUV,97200.0,4598.0,Metan/Propan,Automatic,35500.0
BMW,3 Series,2008,Coupe,193000.0,3000.0,Diesel,Automatic,14999.0
Skoda,Superb,2007,Sedan,152000.0,1800.0,Petrol,Manual,5800.0
Toyota,Auris,2014,Hatchback,145000.0,1400.0,Diesel,Manual,8800.0
Mazda,6,2002,Sedan,304000.0,1800.0,Petrol,Manual,2750.0
Volkswagen,Polo,2002,Hatchback,174.0,1400.0,Diesel,Manual,3500.0
KIA,Ceed,2012,Universal,210000.0,1400.0,Diesel,Manual,6599.0
Mercedes,E Class,2016,Sedan,50000.0,1950.0,Diesel,Automatic,29500.0
Mercedes,B Class,2019,Universal,42000.0,1460.0,Diesel,Automatic,24600.0
Smart,Fortwo,2017,Coupe,15000.0,0.0,Electric,Automatic,10900.0
Moskvich / Izh,Altele,1989,Sedan,103000.0,1500.0,Petrol,Manual,699.0
Chrysler,PT Cruiser,2002,Universal,360099.0,2200.0,Diesel,Manual,3500.0
Lexus,Es Series,2012,Sedan,167000.0,2500.0,Hybrid,Automatic,15300.0
Lexus,NX Series,2015,SUV,173000.0,2500.0,Hybrid,Automatic,21600.0
Vaz,21099,2000,Sedan,21875.0,1500.0,Petrol,Manual,20000.0
Lexus,CT Series,2012,Hatchback,190000.0,1800.0,Petrol,Automatic,11500.0
GAZ,21,1950,Sedan,2580.0,2000.0,Petrol,Manual,1000.0
Vaz,2101,1977,Sedan,111.0,1100.0,Petrol,Manual,12000.0
Vaz,Altele,2021,Universal,1.0,100.0,Metan/Propan,Manual,10000.0
Skoda,Octavia,2011,Sedan,236000.0,1400.0,Petrol,Manual,5500.0
BMW,X5,2003,SUV,333.0,3000.0,Metan/Propan,Manual,9000.0
BMW,5 Series,1994,Sedan,22222.0,2000.0,Petrol,Manual,1700.0
Volkswagen,Sharan,2006,Minivan,300000.0,2000.0,Diesel,Manual,4150.0
Audi,100,1993,Universal,380000.0,2000.0,Metan/Propan,Manual,3300.0
Toyota,Camry,2013,Sedan,123.0,2500.0,Hybrid,Automatic,9500.0
Renault,Kadjar,2017,SUV,149893.0,1500.0,Diesel,Automatic,14500.0
Lexus,NX Series,2015,Crossover,145000.0,2500.0,Hybrid,Automatic,25500.0
Mitsubishi,Galant,1997,Sedan,215000.0,1997.0,Petrol,Manual,3000.0
Rover,600 Series,1997,Sedan,332300.0,1997.0,Metan/Propan,Manual,1900.0
Volkswagen,Passat,2002,Sedan,338000.0,1800.0,Petrol,Automatic,3100.0
Lancia,Phedra,2004,Minivan,161000.0,2200.0,Diesel,Manual,4999.0
Audi,A4,2007,Universal,320000.0,2000.0,Diesel,Manual,7000.0
Mercedes,E Class,1995,Universal,335000.0,2500.0,Diesel,Manual,4300.0
Chery,Qq,2008,Universal,130000.0,800.0,Petrol,Manual,2300.0
Jeep,Altele,1989,SUV,300.0,2800.0,Diesel,Manual,4500.0
Toyota,Land Cruiser Prado,2006,SUV,123486.0,3000.0,Diesel,Automatic,10000.0
BMW,5 Series,1999,Sedan,123456.0,2500.0,Diesel,Manual,2000.0
Audi,80,1993,Sedan,123456.0,1900.0,Diesel,Manual,1500.0
Toyota,Camry,2003,Sedan,123456.0,2400.0,Petrol,Manual,2500.0
Hyundai,Elantra,2002,Hatchback,280000.0,1600.0,Petrol,Manual,2700.0
BMW,5 Series,2006,Sedan,170000.0,3500.0,Diesel,Automatic,7000.0
Hyundai,i30,2014,Minivan,170000.0,1400.0,Diesel,Manual,5400.0
Vaz,2106,1999,Universal,50000.0,1300.0,Petrol,Manual,10000.0
Lada,Niva,1983,SUV,500.0,200.0,Petrol,Manual,2000.0
Mitsubishi,L,1990,Minivan,111111.0,200.0,Metan/Propan,Manual,2200.0
Toyota,Corolla,2016,Sedan,145000.0,1400.0,Diesel,Manual,9650.0
Lexus,GX Series,2014,SUV,136000.0,4500.0,Petrol,Automatic,45000.0
Peugeot,2008,2015,Crossover,70000.0,1600.0,Diesel,Automatic,7950.0
Ford,Fusion,2008,Sedan,200000.0,1400.0,Diesel,Automatic,4250.0
Seat,Ibiza,2011,Universal,195000.0,1200.0,Diesel,Manual,4800.0
Renault,Megane,2006,Universal,207000.0,1900.0,Diesel,Manual,1350.0
KIA,Sorento,2012,SUV,235000.0,2200.0,Diesel,Automatic,10200.0
KIA,Sportage,2020,Crossover,30000.0,1600.0,Petrol,Automatic,17450.0
Suzuki,Vitara,2016,Crossover,80000.0,1600.0,Petrol,Manual,12350.0
Suzuki,Vitara,2017,SUV,37000.0,1600.0,Petrol,Automatic,14650.0
Volkswagen,Transporter,2010,Minivan,200.0,2000.0,Diesel,Automatic,12000.0
Mitsubishi,Outlander,2014,Crossover,225000.0,2000.0,Plug-in Hybrid,Automatic,12900.0
Renault,Laguna,1998,Sedan,2000000.0,2200.0,Diesel,Manual,500.0
Vaz,2107,2006,Sedan,120000.0,1568.0,Petrol,Manual,1400.0
Subaru,Legacy,2007,Universal,200.0,2000.0,Metan/Propan,Automatic,7000.0
Volkswagen,Golf Plus,2007,Minivan,200000.0,1390.0,Metan/Propan,Manual,5000.0
Audi,A5,2013,Coupe,97000.0,2000.0,Petrol,Automatic,16199.0
Acura,MDX,2001,Crossover,300000.0,3500.0,Petrol,Automatic,2700.0
Opel,Astra,2005,Universal,2222.0,1800.0,Metan/Propan,Manual,4500.0
Volkswagen,Passat,2013,Universal,152328.0,1400.0,Petrol,Manual,7850.0
Lada,Niva,1989,Sedan,20.0,123.0,Petrol,Manual,15000.0
Opel,Vectra,2007,Sedan,220000.0,1800.0,Petrol,Manual,2700.0
Honda,Jazz,2003,Hatchback,175000.0,1300.0,Petrol,Manual,1700.0
Nissan,X-Trail,2008,SUV,136000.0,2200.0,Petrol,Manual,4900.0
Opel,Zafira,2004,Minivan,105000.0,1800.0,Petrol,Automatic,2200.0
Alfa Romeo,159,2006,Sedan,156000.0,2400.0,Diesel,Manual,3300.0
Suzuki,Ignis,2006,Hatchback,159000.0,1500.0,Petrol,Manual,2550.0
Dacia,Duster,2014,Crossover,185516.0,1500.0,Diesel,Manual,7950.0
KIA,Sportage,2014,Crossover,98000.0,2000.0,Diesel,Automatic,9200.0
Toyota,Land Cruiser Prado,2015,SUV,1.0,2700.0,Petrol,Automatic,12000.0
Volvo,XC70,2010,Universal,156000.0,2400.0,Diesel,Automatic,6700.0
Hyundai,ix20,2012,Hatchback,46000.0,1400.0,Diesel,Manual,4400.0
Honda,Civic,1996,Sedan,198000.0,1500.0,Petrol,Manual,4000.0
Toyota,Land Cruiser Prado,2007,SUV,233000.0,2700.0,Metan/Propan,Automatic,14950.0
Volkswagen,Passat,1990,Sedan,1111111.0,1800.0,Petrol,Manual,800.0
Toyota,Rav 4,2014,Crossover,45000.0,2000.0,Petrol,Automatic,12500.0
Lexus,Es Series,2007,Sedan,125000.0,3500.0,Petrol,Automatic,7100.0
Citroen,C3,2004,Hatchback,180000.0,1400.0,Petrol,Manual,1400.0
Volkswagen,Passat CC,2014,Sedan,125000.0,2000.0,Petrol,Automatic,7200.0
Mazda,2,2004,Hatchback,1.0,1400.0,Petrol,Manual,1800.0
Toyota,iQ,2009,Hatchback,58000.0,1000.0,Petrol,Manual,2300.0
BMW,3 Series,2012,Sedan,1.0,2000.0,Petrol,Automatic,6800.0
Skoda,Octavia,2011,Hatchback,132000.0,1200.0,Petrol,Automatic,4300.0
Mercedes,Vaneo,2005,Minivan,145000.0,1700.0,Petrol,Automatic,2200.0
Lexus,GS Series,2002,Sedan,1.0,3000.0,Petrol,Automatic,3100.0
BMW,1 Series,2010,Hatchback,85000.0,1600.0,Petrol,Automatic,4900.0
Mitsubishi,Colt,2007,Hatchback,1.0,1500.0,Petrol,Manual,1555.0
Suzuki,Swift,2008,Hatchback,130000.0,1400.0,Petrol,Manual,1555.0
Honda,CR-V,2006,SUV,0.0,2000.0,Petrol,Manual,3600.0
Lexus,GS Series,2016,Sedan,89000.0,2500.0,Hybrid,Automatic,13500.0
KIA,Rio,2007,Hatchback,95000.0,1400.0,Petrol,Manual,2350.0
Mercedes,Vito,2000,Minivan,310000.0,2200.0,Diesel,Manual,2950.0
Nissan,Qashqai,2008,SUV,0.0,2000.0,Petrol,Automatic,4500.0
Subaru,B9 Tribeca,2006,SUV,189000.0,3000.0,Metan/Propan,Automatic,5200.0
Citroen,C5,2010,Sedan,87000.0,2000.0,Diesel,Automatic,3550.0
Volkswagen,Jetta,2006,Sedan,2.0,1600.0,Petrol,Automatic,2900.0
Land Rover,Range Rover,2006,SUV,89000.0,4400.0,Metan/Propan,Automatic,7200.0
Renault,Megane,2008,Universal,138000.0,1500.0,Diesel,Manual,2200.0
Toyota,Rav 4,2016,Crossover,68000.0,2200.0,Diesel,Automatic,11500.0
Skoda,Rapid,2015,Sedan,75000.0,1200.0,Petrol,Manual,4600.0
Toyota,Auris,2010,Hatchback,99000.0,1400.0,Petrol,Manual,3900.0
Subaru,Legacy,2009,Universal,125000.0,2000.0,Petrol,Automatic,4200.0
Fiat,Doblo Cargo,2006,Universal,156000.0,1900.0,Diesel,Manual,2700.0
Skoda,Superb,2013,Sedan,145000.0,1400.0,Petrol,Manual,6700.0
BMW,5 Series,2008,Sedan,223000.0,3000.0,Diesel,Automatic,7300.0
Hyundai,Matrix,2008,Hatchback,132500.0,1600.0,Petrol,Manual,2100.0
Mazda,5,2005,Minivan,89000.0,2000.0,Petrol,Manual,3100.0
Toyota,Yaris,2007,Hatchback,98000.0,1400.0,Diesel,Manual,2600.0
Suzuki,Vitara,2015,Crossover,25000.0,1600.0,Petrol,Manual,7200.0
KIA,Sorento,2016,SUV,75000.0,2400.0,Petrol,Automatic,10500.0
Volkswagen,Touareg,2005,SUV,230000.0,2500.0,Diesel,Automatic,7800.0
Mitsubishi,Pajero,2002,SUV,190000.0,3494.0,Petrol,Automatic,7000.0
Hyundai,H200,2000,Minivan,273000.0,2500.0,Diesel,Manual,2500.0
KIA,Ceed Sw,2008,Universal,176.0,1600.0,Metan/Propan,Automatic,5199.0
Mercedes,V Class,2016,Microvan,38000.0,2000.0,Petrol,Automatic,16900.0
Toyota,Land Cruiser,1994,SUV,0.0,4200.0,Diesel,Manual,18000.0
Opel,Astra,1995,Hatchback,1.0,1400.0,Petrol,Manual,1350.0
Opel,Vectra,1997,Universal,23000.0,200.0,Diesel,Manual,2200.0
Opel,Astra,2004,Universal,20341.0,1800.0,Petrol,Automatic,3000.0
Volkswagen,Passat,2004,Sedan,260.0,1800.0,Petrol,Automatic,4200.0
BMW,5 Series,1991,Sedan,1.0,2500.0,Petrol,Manual,3000.0
Volkswagen,Golf,1990,Sedan,399818.0,1600.0,Diesel,Manual,1400.0
Renault,Scenic,1999,Minivan,430000.0,1900.0,Diesel,Manual,2300.0
Seat,Cordoba,1997,Universal,243.0,1400.0,Petrol,Manual,1500.0
Toyota,Auris,2007,Sedan,185000.0,1400.0,Diesel,Manual,5300.0
Skoda,Fabia,2005,Hatchback,235000.0,1200.0,Petrol,Manual,2450.0
Peugeot,Expert,2010,Minivan,160000.0,2000.0,Diesel,Manual,5100.0
Nissan,Qashqai,2014,Crossover,90000.0,1500.0,Diesel,Manual,11000.0
Renault,Grand Scenic,2011,Universal,250000.0,1500.0,Diesel,Manual,6000.0
Ford,Galaxy,2000,Minivan,357000.0,200.0,Petrol,Manual,2500.0
Opel,Vectra,1992,Hatchback,234256.0,1700.0,Diesel,Manual,1800.0
Hyundai,Tucson,2019,Crossover,16000.0,1999.0,Petrol,Automatic,22000.0
Ford,Escort,1993,Minivan,1000.0,1400.0,Petrol,Manual,750.0
Mercedes,C Class,2001,Sedan,200000.0,2000.0,Metan/Propan,Automatic,5200.0
Mercedes,M Class,2013,SUV,177000.0,2200.0,Diesel,Automatic,22999.0
Nissan,Primera,1991,Sedan,350015.0,1600.0,Petrol,Manual,1100.0
Dacia,Duster,2014,Crossover,162000.0,1500.0,Diesel,Manual,8100.0
Toyota,Auris,2017,Hatchback,36000.0,1400.0,Petrol,Manual,11000.0
Toyota,Rav 4,2011,Crossover,212.0,2231.0,Diesel,Automatic,12800.0
Toyota,Corolla Verso,2003,Microvan,191000.0,1600.0,Petrol,Manual,4699.0
Mercedes,S Class,2001,Sedan,360000.0,3199.0,Diesel,Automatic,3600.0
Alfa Romeo,156,2004,Sedan,219740.0,1800.0,Petrol,Manual,3300.0
Nissan,Leaf,2011,Sedan,1.0,100.0,Electric,Automatic,7900.0
BMW,5 Series,2017,Sedan,70000.0,2000.0,Diesel,Automatic,32000.0
Skoda,Fabia,2005,Universal,229534.0,1422.0,Diesel,Manual,3600.0
Renault,Grand Scenic,2011,Minivan,1111111.0,1500.0,Diesel,Manual,5499.0
Volkswagen,Polo,2003,Coupe,9.0,1400.0,Petrol,Manual,1500.0
Opel,Vectra,1991,Sedan,2000.0,1600.0,Petrol,Manual,600.0
Mercedes,GLC,2018,Crossover,12500.0,1995.0,Plug-in Hybrid,Automatic,39000.0
Opel,Astra,2006,Universal,299952.0,1299.0,Diesel,Manual,3888.0
Audi,A4,1996,Sedan,68385357.0,1900.0,Diesel,Manual,1000.0
Volkswagen,Jetta,2013,Sedan,134000.0,1395.0,Hybrid,Automatic,8700.0
Mazda,CX-5,2017,Crossover,69000.0,2200.0,Diesel,Automatic,18000.0
Volkswagen,Polo,2011,Hatchback,161000.0,1200.0,Diesel,Manual,5600.0
BMW,X5,2005,SUV,261000.0,4400.0,Petrol,Automatic,5000.0
Toyota,Auris,2016,Universal,140000.0,1400.0,Diesel,Manual,9400.0
Opel,Vectra,2004,Hatchback,186000.0,1800.0,Petrol,Manual,4299.0
Mercedes,E Class,2005,Sedan,286000.0,2000.0,Metan/Propan,Automatic,7600.0
Opel,Vectra,2004,Hatchback,189000.0,1800.0,Petrol,Manual,4299.0
Toyota,Prius +,2013,Microvan,218500.0,1798.0,Hybrid,Automatic,10500.0
Mercedes,M Class,2014,Crossover,132000.0,2200.0,Diesel,Automatic,24500.0
Toyota,Avensis,2014,Universal,197000.0,2200.0,Diesel,Automatic,13000.0
Mitsubishi,Lancer,1996,Sedan,358253.0,1300.0,Petrol,Manual,1600.0
BMW,5 Series,1999,Sedan,340000.0,2000.0,Petrol,Manual,4000.0
Nissan,Almera,1996,Coupe,300000.0,1400.0,Petrol,Manual,550.0
Volkswagen,Tiguan,2019,SUV,53000.0,2000.0,Petrol,Automatic,25000.0
Volkswagen,Golf,2015,Universal,145000.0,1599.0,Diesel,Automatic,11990.0
Toyota,Corolla,2005,Universal,315.0,1400.0,Diesel,Automatic,4950.0
Volkswagen,Passat,2010,Sedan,180000.0,1984.0,Petrol,Automatic,7499.0
Dacia,Duster,2012,Crossover,187000.0,1500.0,Diesel,Manual,5999.0
BMW,5 Series,2008,Sedan,170000.0,2000.0,Diesel,Automatic,7500.0
Nissan,Juke,2012,Crossover,120000.0,1500.0,Diesel,Manual,5500.0
BMW,5 Series,1997,Sedan,250000.0,2000.0,Petrol,Manual,3500.0
BMW,5 Series,2000,Hatchback,350000.0,3500.0,Diesel,Automatic,6999.0
Toyota,Corolla Verso,2005,Microvan,350000.0,1600.0,Petrol,Manual,4400.0
Ford,Focus,2016,Universal,211000.0,1500.0,Diesel,Manual,7350.0
Toyota,Previa,2003,Microvan,542000.0,2000.0,Diesel,Manual,6300.0
Mazda,Tribute,2004,Crossover,230000.0,2000.0,Metan/Propan,Manual,5000.0
Toyota,Previa,2003,Microvan,542000.0,2000.0,Diesel,Manual,6300.0
Mazda,Tribute,2004,Crossover,230000.0,2000.0,Metan/Propan,Manual,5000.0
Chrysler,PT Cruiser,2001,Sedan,240000.0,1996.0,Metan/Propan,Automatic,2200.0
Toyota,Prius,2011,Hatchback,175400.0,1800.0,Hybrid,Automatic,7200.0
Volkswagen,Touran,2004,Minivan,230000.0,1968.0,Diesel,Manual,7000.0
Skoda,Fabia,2003,Universal,2222.0,1200.0,Metan/Propan,Manual,3300.0
Peugeot,Expert,2006,Minivan,200000.0,200.0,Diesel,Manual,2700.0
Volkswagen,Jetta,1991,Sedan,100.0,1800.0,Petrol,Manual,1100.0
Volkswagen,Transporter,1995,Minivan,455130.0,2400.0,Diesel,Manual,1800.0
Toyota,Yaris,2001,Hatchback,275000.0,998.0,Petrol,Manual,2500.0
Citroen,Xsara Picasso,2000,Minivan,1111.0,1800.0,Petrol,Manual,1400.0
Opel,Combo,2001,Minivan,1.0,1700.0,Diesel,Manual,850.0
Chevrolet,Captiva,2006,Crossover,16000.0,2000.0,Diesel,Manual,6500.0
Opel,Signum,2004,Universal,255000.0,2200.0,Petrol,Manual,4200.0
BMW,X5,2014,SUV,268000.0,3000.0,Diesel,Automatic,34000.0
Ford,Mondeo,1993,Sedan,298705.0,1800.0,Petrol,Manual,1200.0
Mercedes,E Class,1995,Sedan,485425.0,2300.0,Metan/Propan,Manual,1800.0
Skoda,Octavia,2017,Sedan,122000.0,1598.0,Diesel,Manual,13999.0
Volkswagen,Passat,2001,Universal,340000.0,1900.0,Diesel,Manual,1000.0
Volkswagen,Golf,2001,Sedan,190000.0,1600.0,Petrol,Manual,3350.0
Smart,Forfour,2005,Hatchback,11111111.0,1500.0,Diesel,Manual,3900.0
Rover,45,2001,Sedan,215000.0,2000.0,Metan/Propan,Automatic,3199.0
Buick,Encore,2018,Crossover,10000.0,1400.0,Petrol,Automatic,14900.0
Buick,Envision,2019,SUV,6000.0,2000.0,Petrol,Automatic,28200.0
Nissan,Juke,2017,Crossover,56000.0,1500.0,Diesel,Manual,13100.0
Audi,A4,2005,Universal,178000.0,1968.0,Diesel,Automatic,7500.0
Ford,Mondeo,2008,Sedan,137000.0,1999.0,Petrol,Manual,6999.0
Volkswagen,Passat,2017,Universal,160000.0,1600.0,Diesel,Automatic,13800.0
KIA,Rio,2003,Universal,211500.0,1500.0,Petrol,Manual,2600.0
Vaz,2104,1993,Universal,143000.0,1500.0,Petrol,Manual,500.0
Skoda,Fabia,2007,Combi,234581.0,1200.0,Petrol,Manual,2850.0
BMW,5 Series,2014,Sedan,83000.0,1998.0,Petrol,Automatic,17300.0
BMW,3 Series,1992,Coupe,390000.0,1998.0,Metan/Propan,Manual,4300.0
BMW,5 Series,2011,Sedan,290000.0,2000.0,Diesel,Automatic,15500.0
Vaz,2105,2000,Sedan,190000.0,1500.0,Metan/Propan,Manual,1299.0
Ford,Mondeo,2003,Sedan,241000.0,2000.0,Diesel,Automatic,4490.0
Subaru,Legacy,2005,Sedan,280000.0,2000.0,Metan/Propan,Manual,5100.0
BMW,3 Series,1995,Sedan,11111.0,1600.0,Petrol,Automatic,2600.0
Ford,Sierra,1988,Sedan,75894.0,200.0,Petrol,Manual,550.0
Skoda,Fabia,2006,Universal,280000.0,1400.0,Diesel,Manual,3800.0
Daewoo,Tacuma,2004,Minivan,258360.0,2000.0,Metan/Propan,Automatic,2000.0
Hyundai,Tucson,2017,Crossover,145000.0,2000.0,Diesel,Automatic,19350.0
Nissan,Qashqai,2012,SUV,94000.0,2000.0,Diesel,Automatic,11650.0
Hyundai,Creta,2017,SUV,45000.0,1600.0,Petrol,Automatic,14450.0
Chevrolet,Trax,2018,Crossover,33000.0,1800.0,Petrol,Automatic,13650.0
Mercedes,M Class,2004,SUV,390000.0,2700.0,Diesel,Manual,4900.0
BMW,7 Series,1996,Sedan,1.0,2800.0,Petrol,Automatic,5499.0
Fiat,500,2015,Hatchback,84000.0,1400.0,Petrol,Automatic,7999.0
Citroen,Berlingo,2004,Minivan,209405.0,1400.0,Petrol,Manual,2700.0
Dacia,Duster,2011,SUV,220000.0,1500.0,Diesel,Manual,6500.0
Nissan,Micra,1994,Hatchback,222000.0,1300.0,Petrol,Manual,1300.0
Toyota,Avensis,2012,Sedan,75000.0,2000.0,Petrol,Automatic,13500.0
Ford,Focus,2009,Sedan,130000.0,2000.0,Petrol,Automatic,4399.0
Opel,Vectra,2000,Sedan,10000.0,2000.0,Diesel,Manual,3300.0
Volkswagen,Golf,1993,Hatchback,1.0,1800.0,Petrol,Manual,1600.0
BMW,X3,2007,SUV,200000.0,2500.0,Petrol,Automatic,8000.0
Mazda,6,2003,Sedan,200000.0,3000.0,Metan/Propan,Manual,3900.0
Honda,Civic,2001,Hatchback,35000.0,1400.0,Petrol,Manual,3300.0
Mercedes,GL Class,2006,SUV,270000.0,3000.0,Diesel,Automatic,9000.0
Audi,A4,2002,Sedan,152.0,4700.0,Petrol,Automatic,1200.0
Audi,80,1991,Sedan,403521.0,1800.0,Petrol,Manual,1350.0
BMW,5 Series,2001,Sedan,225000.0,2500.0,Metan/Propan,Automatic,5890.0
Volkswagen,Passat,2001,Sedan,22000.0,2800.0,Metan/Propan,Manual,3790.0
Vaz,2106,1984,Sedan,11111111.0,1500.0,Petrol,Manual,800.0
Ford,Mondeo,2002,Sedan,123456.0,2000.0,Diesel,Manual,2000.0
Opel,Insignia,2009,Hatchback,220000.0,2000.0,Diesel,Manual,5000.0
Opel,Astra,2009,Universal,176000.0,1400.0,Petrol,Manual,5000.0
Dacia,Sandero,2010,Hatchback,115000.0,1200.0,Petrol,Manual,3300.0
Renault,Kangoo,2001,Combi,28095.0,1900.0,Diesel,Manual,1800.0
Renault,Talisman,2016,Universal,180000.0,1500.0,Diesel,Automatic,13200.0
Mitsubishi,Outlander,2015,Crossover,180000.0,2000.0,Plug-in Hybrid,Automatic,13900.0
Toyota,Auris,2010,Universal,85000.0,1400.0,Diesel,Manual,6700.0
Toyota,Auris,2016,Universal,100000.0,1364.0,Diesel,Manual,12500.0
Toyota,Carina,1993,Hatchback,419000.0,1600.0,Petrol,Manual,1800.0
Mercedes,E Class,1997,Sedan,3000000.0,2200.0,Diesel,Manual,3650.0
Mercedes,GLE,2016,SUV,142000.0,2200.0,Diesel,Automatic,34999.0
Mercedes,M Class,2012,SUV,200000.0,2500.0,Diesel,Automatic,22999.0
Vaz,2121niva,2004,SUV,10.0,1700.0,Petrol,Manual,1950.0
Vaz,2107,2007,Sedan,10.0,1500.0,Petrol,Manual,1700.0
Opel,Astra,2003,Hatchback,278000.0,1600.0,Petrol,Automatic,3600.0
Volkswagen,Sharan,2009,Minivan,220.0,200.0,Diesel,Manual,10500.0
Volkswagen,Golf,2007,Hatchback,174000.0,1400.0,Petrol,Manual,5099.0
Lexus,RX Series,2009,Universal,175000.0,3500.0,Metan/Propan,Automatic,20900.0
Lexus,RX Series,2018,Crossover,15200.0,3498.0,Hybrid,Automatic,54900.0
Toyota,Prius,2016,Hatchback,98.0,1796.0,Metan/Propan,Automatic,14200.0
Opel,Zafira,2000,Minivan,345780.0,2000.0,Diesel,Manual,999.0
Toyota,Auris,2010,Hatchback,173000.0,1800.0,Hybrid,Automatic,8900.0
